label,news
2,"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said ."
1,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 ."
0,Other shareholder entitlements became effective today .
1,"However , the proportion of the paid standing orders grew in 2009 ."
2,"However , the suspect stole his burgundy Nissan Altima ."
0,"The operator is one of 6 operators to have been granted a WiMAX license in Taiwan , and hopes to be the first to launch commercial services in early 2009 ."
1,"The upgrade is intended to raise the network capacity from 450 MHz to 630 MHz in several cities , enabling bi-directional services for digital television as well as broadband data ."
2,Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .
0,"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking ."
1,"Asimilar agreement was signed between China Mobile Ltd. ( SEHK : 0941 and NYSE : CHL ) , the largest mobile carrier , and theGPS and social networking service provider , promoting GyPSii service before Beijing 2008 Olympic Games , according to thelatest news ."
2,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 ."
0,"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries ."
0,Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .
0,"Cathay Forest 's strategy is to develop sustainable , regenerative forest assets ."
0,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen ."
2,Asian traffic declined by 3.4 per cent .
2,The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .
0,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix ."
2,"However , its market share shrank to 47.59 per cent from 48 per cent a year earlier ."
2,The repurchases shall decrease the distributable capital and reserves .
0,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .
1,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 ."
0,"The official opening of the office , located in Prague , will be celebrated on May 20 ."
2,"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 ."
2,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .
2,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 ."
1,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 ."
1,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 ."
0,"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement ."
0,`` The sale of the oxygen measurement business strengthens our goal to focus on our chosen market segments .
2,"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland ."
0,Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .
1,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 ."
0,"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland  ."
2,"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June ."
0,"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million ."
2,"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands ."
0,"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices ."
0,"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September ."
2,"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said ."
2,It is a disappointment to see the plan folded .
2,Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .
1,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M ."
2,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 ."
1,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % ."
2,Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .
0,"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States ."
1,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .
1,"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch ."
1,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .
1,The new technology improves the glass quality and consistency while increasing throughput .
2,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 ."
1,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .
2,Operating profit excluding non-recurring items totaled EUR 5.4 mn compared to EUR 5.5 mn in the corresponding period in 2007 .
0,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan ."
1,"In 2009 , Fiskars ' cash flow from operating activities amounted to EUR121m , up from EUR97m in the previous year ."
0,The ore body is sufficient to support anticipated production for at least 46 years .
2,Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .
1,An individual promotion also generated slightly higher-than-expected revenues .
1,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year ."
0,`` Nokia is just interested in bring Nokia to the market . ''
1,"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 ."
0,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services ."
1,Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .
0,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .
0,"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August ."
0,"The device can also be used for theft protection and positioning of vehicles , boats and other assets ."
1,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery ."
2,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a"
1,Diluted earnings per share ( EPS ) rose to EUR 1.05 from EUR 0.64 .
2,"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive ."
2,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover ."
0,The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups .
0,About Dopplr Dopplr is a service for smart travellers .
0,"The opportunity will be available only for few employees , however ."
2,Export declined by 6 percent to 16.4 million liters .
0,The plant would use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .
1,"During the past decade it has gradually divested noncore assets and bought several sports equipment makers , including California-based Fitness Products International and Sparks , Nevada-based ATEC , a leading maker of baseball and softball pitching machines ."
2,"More than 14,000 customers were left powerless ."
2,Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .
2,"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland ."
2,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 ."
0,Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .
2,"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue ."
0,"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community ."
2,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago ."
1,"Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market ."
2,"At this growth rate , paying off the national debt will be extremely painful ."
2,55 workers in +_m+_l will be affected by the close-down .
1,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive ."
2,"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % ."
0,"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients ."
0,"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said ."
2,Operating profit for 2009 lower than outlook published earlier .
0,The company is presently examining whether the project would be financially feasible .
2,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars ."
0,Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .
0,Press release 3 September 2009 Ruukki continues to be listed in two Dow Jones Sustainability Indexes : DJSI World and DJSI STOXX .
0,"The company has delivered the technical infrastructure , used by NAV for their data warehouse and business intelligence initiatives ."
1,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 ."
2,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .
1,"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters ."
2,"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 ."
1,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals ."
2,It is the most awkward thing to use if you 're holding the phone with one hand .
0,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
2,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .
2,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 ."
2,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . ''
2,The real estate company posted a net loss of +  x201a -õ 59.3 million +  x201a -õ 0.21 per share compared with a net profit of +  x201a -õ 31 million +  x201a -õ 0.11 per share for the corresponding quarter of 2007 .
1,Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .
1,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago ."
1,"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says ."
0,Ulefos Group is the leading supplier of manhole covers in the Nordic countries .
1,The pretax profit of the group 's life insurance business increased to EUR36m from EUR27m .
2,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said ."
0,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry ."
1,"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent ."
0,Satama and Trainers ' House will remain as names and independent brands of the business areas .
0,"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today ."
1,"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 ."
1,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 ."
2,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland ."
0,Its other well-known brands include fitness equipment maker Precor and U.S. - based ball sports equipment maker Wilson .
0,Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .
0,It has some 30 offices worldwide and more than 90 pct of its net sales are generated outside Finland .
0,"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio ."
1,Diluted EPS rose to EUR3 .68 from EUR0 .50 .
1,"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 ."
1,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .
0,"Following the increase , Huhtamaki Oyj 's registered share capital is EUR 358,706,290.00 and the number of shares outstanding is 105,501,850 ."
2,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 ."
0,"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 ."
1,The transactions would increase earnings per share in the first quarter by some EUR0 .28 .
0,It has several innovative small molecule and biological drug candidates at different stages of clinical development .
2,"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period ."
2,"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur ."
0,Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .
2,- The Group - s result before taxes was EUR -1.9 ( -3.0 ) million .
2,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .
0,"The group also plans to launch the 270 room Atria Grand , Whitefield , a five star luxury hotel , in 2009 ."
2,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .
2,"The payment of 2.779 million litas in interest on a long-term loan provided by Ragutis ' majority shareholder , Estonia 's A. Le Coq , also added to the losses ."
2,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''"
2,Operating profit fell to EUR 6.2 mn from EUR 8.5 mn in the third quarter of 2007 .
0,EB will hold the exclusive rights to market the new entity 's product .
2,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .
0,The desk will reach its full planned strength of ten persons in autumn 2007 .
0,"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix ."
2,"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-yea"
2,Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .
0,The commission said the hydrogen peroxide and PBS market was worth about 470 million euros in 2000 .
0,cents Recognize potential partnerships and suppliers .
2,Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .
2,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200"
0,In 2005 Cargotec 's net sales exceeded EUR 2.3 billion .
0,"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees ."
0,"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa ."
2,"According to the company , staff will be laid off temporarily when necessary ."
1,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment ."
0,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership ."
1,27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .
2,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 ."
0,"Takoma will carry out the transaction by acquiring the entire share capital of Moventas Parkano Oy , which runs the factory in Parkano , southern Finland ."
2,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .
0,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .
1,"`` Our extensive co-operation will also bolster SysOpen Digia 's position in the domestic operator market , '' Kallioranta adds ."
1,"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 ."
1,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .
2,The production is to be liquidated before June 2009 and 325 employees loose their jobs .
2,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .
2,Nokia Siemens Networks has struggled to make a profit in the past two years .
0,"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken ."
2,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .
2,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % ."
2,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market ."
2,GSK announced in November 2008 that it would close its operations in Dartford .
0,`` They want my credit card info and my personal details .
2,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .
0,An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .
2,They are also upset that some of the machinery and work is taken over to Poland .
1,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share ."
1,"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members ."
2,"As a result of the negotiations , the amount of employment contracts to be terminated is 13 ."
0,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 ."
1,Ruukki signed the contract with Norwegian company Veidekke Entreprenor AS .
0,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx ."
0,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .
0,"The reason for this is St. Petersburg status as a capital , one of the participants in the meeting quoted Chikunov as saying ."
2,"IT services firm TietoEnator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains ."
2,Market share decreased on the route between Helsinki in Finland and Tallinn in Estonia by 0.1 percentage points to 24.8 % .
0,"The building owner and developer , Sun Hung Kai Properties Group , is one of the largest property companies in Hong Kong , developing all types of premium residential and commercial projects for sale and investment ."
1,Sales of security and system packaging increased slightly .
0,Le Lay succeeds Walter G++nter and will be based in Finland .
2,"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone ."
2,Most of the layoffs will be in Finland .
2,Full-year operating result for 2008 was 3.6 million negative .
2,"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements ."
0,"According to the original merger plan , Scanfil would get a 79 % stake in the combined business ."
1,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 ."
1,"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % ."
1,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg ."
2,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn ."
2,"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf"
1,"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % ."
0,"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company ."
2,"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day ."
2,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said ."
0,The trucks feature an Eco Drive system - a fuel measuring tool which stores data particular to individual drivers .
0,"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation ."
0,"Westend ICT Plc s new 409,665,891 shares and increase of share capital with EUR 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 December 2010 have today registered in the Trade Register ."
2,"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn ."
2,Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .
2,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .
1,Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .
1,"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+_o , as saying ."
2,"Kiosk and cinema operations have suffered , in particular ."
0,"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said ."
1,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business ."
0,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .
1,"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month ."
0,No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .
0,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi ."
0,Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .
2,"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November ."
2,"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company ."
1,- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .
0,The last job losses related to these reductions will take place during 2010 .
1,"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania ."
2,"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data ."
2,Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .
1,"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 ."
0,"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses ."
1,"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services ."
0,The company admits that 36 months is a relatively short time when operating in Russia .
1,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year ."
1,EBIT margin was up from 1.4 % to 5.1 % .
1,"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''"
2,"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ."
1,"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year ."
0,"After the signing , the total amount of Aspo 's revolving credit facility agreements is EUR 50 million , which replaces the formerly valid agreements of EUR 80 million ."
1,"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn ."
2,Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .
1,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year ."
2,"Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today it will temporarily lay off up to 200 people for a maximum of 90 day in Finland , aiming to achieve cost savings of EUR 1.7 million USD 2m in the second half of 2010 ."
2,"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier ."
2,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .
1,"The disposal of Autotank will also strengthen Aspo 's capital structure , '' commented Gustav Nyberg , CEO of Aspo ."
0,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
2,"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % ."
1,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt ."
2,"Operating profit totaled EUR 6.7 mn , down from EUR 7.2 mn in the corresponding period in 2005 ."
0,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company ."
0,"Based on negotiations with personnel , some 20 % have indicated their willingness to move to the new location ."
2,"Cash flow after investments amounted to EUR45m , down from EUR46m ."
0,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper ."
0,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ."
1,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .
1,"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn ."
1,"Finland 's Nokian Tyres and Kazakhstan 's Ordabasy Corporation signed an agreement to build a plant in Astana to produce car tires , Ordabasy chairman Dinmukhamet Idrisov said at a press conference ."
2,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .
0,The shares carry a right to dividend and other shareholder rights as from their registration with the Finnish Trade Register .
0,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently ."
2,"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations ."
